A_Name_Ch	A_Summary	A_Keywords	A_AlsoKnown	A_Geo	A_Location	A_POIGroup	A_Name_En	A_Name_Latin	A_Phylum	A_Class	A_Order	A_Family	A_Conservation	A_Distribution	A_Habitat	A_Feature	A_Behavior	A_Diet	A_Crisis	A_Interpretation	A_Theme_Name	A_Theme_URL	A_Adopt	A_Code	A_Pic01_ALT	A_Pic01_URL	A_Pic02_ALT	A_Pic02_URL	A_Pic03_ALT	A_Pic03_URL	A_Pic04_ALT	A_Pic04_URL	A_pdf01_ALT	A_pdf01_URL	A_pdf02_ALT	A_pdf02_URL	A_Voice01_ALT	A_Voice01_URL	A_Voice02_ALT	A_Voice02_URL	A_Voice03_ALT	A_Voice03_URL	A_Vedio_URL	A_Update	A_CID
孟加拉虎		老虎		MULTIPOINT ((121.5833692 24.9940162))	亞洲熱帶雨林區		Bengal tiger	Panthera tigris tigris	脊索動物門	哺乳綱	食肉目	貓科		亞洲	雨林，森林，紅樹林沼澤，溫帶與熱帶草原，岩石地區(多樣化，只要有足夠的水源，獵物及遮陽處)	長度 頭臀170~229公分(140~280公分);尾巴95~119公分 高度 肩高91公分 體重 180~245公斤(雄性90~306公斤，雌性65-167公斤) 齒數 28~30(3/3 1/1 2-3/2 1/1) 外觀 在貓科中體型最大;黃褐色的背部和側面有黑色條詨，腹部、下巴及喉嚨為白色.雄性比雌性大，下巴長有鬍鬚般的毛髮。。	活動時間 黃昏、夜行性;偶爾會在日間活動 群數 單獨生活，除了母親與幼獸以外 其他 不喜愛炎熱的天氣，尋找陰涼的森林睡覺。天氣熱時喜歡泡水，善於游泳，也 會爬樹，但沒有豹顯著的樹棲性傾向。會藏身在有獵物出現的地方附近耐心 埋伏等待，伺機捕捉。用餐時從獵物後腿及臀部吃起，每天平均吃6~7公 斤，會儲存剩餘食物。基本上是單獨活動，但這不代表動物間沒有互相影響; 牠們經由聽覺與嗅覺保持連繫，肛門腺會分泌一種氣味強烈的液體，有劃分 範圍和標示行跡的作用。雌性在動情期間會很頻繁地活動及發出聲音來向雄 性通知;一隻雌虎看中一隻雄虎後，牠會在雄虎前走過來晃過去，並用尾撩 撥雄虎的背。平時很安靜，只有求偶時大聲吼叫。	肉食性;大型哺乳動物:豬，鹿，羚羊，水牛;偶翼也吃小型哺乳動物和鳥						Tiger	孟加拉虎	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tiger/Tiger_Pic01.jpg	孟加拉虎	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tiger/Tiger_Pic02.jpg	孟加拉虎	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tiger/Tiger_Pic03.jpg	孟加拉虎	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tiger/Tiger_Pic04.jpg												2015-06-03	11
花豹				MULTIPOINT ((121.582924 24.9943943))	亞洲熱帶雨林區		Leopard	Panthera pardus	脊索動物門	哺乳綱	食肉目	貓科		範圍廣泛，包括非洲、中東、亞洲東部、西南及南部等地的森林、草原、樹叢。	多樣化:低地森林，山嶺，草原，灌木地帶，沙漠	頭臀108~130公分(91~191公分);尾巴80~100公分(58-l10公分); 耳65~75公分,肩高45~78公分,體重45~65(30~70)公斤(雄性37~90公斤，雌性28-60公斤) 齒數28~30(3/3 1/1 2.3/2 1/1) 二種毛色。較為普遍的是花豹，淡黃褐底色上有黑色斑點，在背部及腹側的斑點形成一朵一朵花的花樣，頭部的斑點較小。黑豹數量較花豹少,仔細看之下身上其實也有斑點，只因與底色相近遠看不易察覺.雄性較大，體重約比雌性重50%	夜行性,單獨生活,除了母親與幼獸以外. _ 雖然只要有適量的獵物及遮蔽處牠們能適應多種不同的環境，豹還是偏愛有樹林的地區.很敏捷靈巧，善於爬樹，也會游泳但一般會避開水，不像老虎般喜愛泡水，樹棲性比較強。常從樹上撲向獵物，有時會將到手的獵物拖回樹上。用餐時從腹部吃起，常會先吃下獵物的內臟和四肢，剩餘的食物會用厚厚的覆蓋物隱藏起來戎儲存在樹杈上。比老虎更獨立，只有在繁殖時才與其他同類碰面。造成全黑毛色的基因為隱性，而因不明的原因黑豹的繁殖率比花豹低。	肉食性;小至中型有蹄類動物:羚羊，鹿，山羊，豬，家畜,猴子,狒狒;必要時齧齒類，兔子，鳥，昆蟲						Leopard	花豹	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Leopard/Leopard_Pic01.jpg	花豹	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Leopard/Leopard_Pic02.jpg	花豹	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Leopard/Leopard_Pic03.jpg	花豹	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Leopard/Leopard_Pic04.jpg												2015-06-03	12
馬來長吻鱷				MULTIPOINT ((121.5837635 24.9956815))	亞洲熱帶雨林區		Malayan Gharial	Tomistoma schlegelii 	脊索動物門		鱷目  	鱷科	CITES I	馬來半島、蘇門答臘及婆羅洲西部等地的低海拔沼澤、河流和湖泊。 It is found in Malay Peninsula, Sumatra and West Borneo, inhabiting low elevation swamps, rivers and lakes.		大型鱷魚，體長2.5-5.5公尺，外型像恆河鱷。但頭部會逐漸往吻部縮窄；沒有雄性恆河鱷吻端的球狀突起。背上有模糊的黑色橫條紋；眼睛虹膜為黃或棕色。 It is a large crocodilian that reaches 2.5-5.5 meters in length, and has the appearance resembling that of the gharial, except its head narrows toward the snout and does not have the bulbous growth on the tip as male gharial has. There are blurry black horizontal bands along its back; its iris is yellow or brown in color.		食性：肉食性，以魚類為主食，偶而也捕食小型靈長類和其他小動物。       無脊椎動物、魚類、蛇類、巨蜥、鳥類、 野豬、 馬來猴。 Diet: It is carnivores, primarily feeds on fish and occasionally small primates and other small animals, as well as invertebrates, a variety of fish, snakes, big lizards, birds, wild boars and crab-eating macaques. 	馬來長吻鱷目前面臨的生存威脅主要是生存棲地被破壞及人類捕殺。目前馬來西亞和印尼政府已經採取保育措施，在印尼部分族群數量有少量增加。野生成體數量少於2500隻。  Survival of the Malayan gharial is threatened primarily due to destruction of its habitats and human hunting. The governments of Malaysia and Indonesia have presently taken conservational steps to prevent its extinction; some populations are showing slight recovery in Indonesia. The estimated population in the wild is less than 2,500. 	目前本園展示的個體由嘉義縣竹崎鄉阮先生贈送，為雌雄成鱷各一隻。未來希望與農委會林務局、屏東科技大學和嘉義大學的水產養殖系、嘉義、屏東和臺南私人鱷魚養殖場等單位合作繁殖。希望透由大家的努力，讓這特殊的動物能和人類一同快樂永續生活在這地球上。 The Malayan gharials (one male and one female) currently on exhibit at the Zoo are gifts from Mr. Ruan of ZhuQi Township, Chiayi County. In the future we hope to cooperate with the Forestry Bureau of the Council of Agriculture, Executive Yuan, the Department of Aquaculture of both National Pingtung University of Science and Technology and National Chiayi University, private crocodile farms throughout Chiayi, Pingtung and Tainan, about breeding this species, so that these special animals may co-exist happily with man on planet Earth perpetually through our united efforts. 				Tomistoma	馬來長吻鱷	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tomistoma/Tomistoma_Pic01.jpg	馬來長吻鱷	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tomistoma/Tomistoma_Pic02.jpg	馬來長吻鱷	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tomistoma/Tomistoma_Pic03.jpg	馬來長吻鱷	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tomistoma/Tomistoma_Pic04.jpg												2015-06-03	13
馬來熊				MULTIPOINT ((121.582759 24.9941232))	亞洲熱帶雨林區		Malayan Sun Bear	Helarctos malayamus	脊索動物門	哺乳綱	食肉目	熊科		緬甸、馬來半島、蘇門答臘及婆羅州等地	熱帶及亞熱帶的濃密森林	頭臀100~140公分;尾巴3~7公分;耳4-6公分 肩高70公分;27~65公斤(在自然環境中超過50公斤就算很重) 齒數40(3/3 1/1 4/3 2/3) 熊科中體型最小的。全身長滿短而有光澤深褐色至黑色的毛，除了靈活的短鼻口毛色較淡(灰色或橘色)，和頸前、胸口上方的一道U形帶橘色的白毛。雌性體重比雄性輕20%	夜行性.成對生活，加上未成熟子女.與其他熊比較體型輕盈，加上大而有力的腳掌及非常彎曲尖銳的爪子，使得馬來熊很善於爬樹，吃住都在樹上，通常離地2~7公尺。白天通常在樹窩中曬太陽或睡覺，休息之前築成，位於樹枚上以多葉的細枝鋪成一個平臺。不冬眠。一夫一妻制，幼熊出生在地上隱密處。	雜食性;水果，棕櫚、椰子樹心，昆蟲(尤其是白蟻與蜜蜂)，小型哺乳類及鳥類						SunBear	馬來熊	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SunBear/SunBear_Pic01.jpg	馬來熊	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SunBear/SunBear_Pic02.jpg	馬來熊	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SunBear/SunBear_Pic03.jpg	馬來熊	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/SunBear/SunBear_Pic04.jpg												2015-06-03	14
馬來貘				MULTIPOINT ((121.5830085 24.9946349))	亞洲熱帶雨林區		Tapir	Tapirus indicus	脊索動物門	哺乳綱	奇蹄目	貘科	CITES Appendix I	分布於東南亞，從緬甸南部到泰國、馬來半島和蘇門答臘。	叢林中近水處或沼澤。海平面到高海拔的林區都有他們的足跡。	體重：227~300㎏；體長：220~250㎝；尾長：5~10㎝；肩高：90~105㎝。鼻長，且鼻端有硬毛可感應新環境。前肢四趾，後肢三趾。成體毛色黑，頸、肩部有環狀白色毛。身體渾圓，皮厚，全身除後段有如穿著肚兜的白色體毛外，其他部位皆呈黑色。小貘出生時，身體有條紋狀的保護色，長大後體色會轉變，雌貘較雄貘大。		草食性。，如植物的嫩枝芽、樹葉、水果、草及水生植物。	棲所破壞和過度獵捕是二個造成他們危害的主因。棲所破壞主要是因為農業和大量牛隻吃草的結果。					Tapir	馬來貘	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tapir/Tapir_Pic01.jpg	馬來貘	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tapir/Tapir_Pic02.jpg	馬來貘	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tapir/Tapir_Pic03.jpg	馬來貘	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Tapir/Tapir_Pic04.jpg												2015-06-03	15
黑天鵝				MULTIPOINT ((121.5840505 24.9940478))	亞洲熱帶雨林區		Black Swan	Cygnus atratus	脊索動物門	鳥綱	雁形目	雁鴨科	CITES、農委會	澳洲，已成功引進紐西蘭	喜愛大型湖泊及水淺的潟湖。非常合群，沒有一定的領域，因此有利於大繁殖群及非繁殖季的聚集。非繁殖期，會出現在各類的水域，包括河流及海岸。	體長110-140公分，重3700-8750公克，翼展寬160-200公分。是唯一的一種黑色天鵝，不會誤認。雖然休息時看不出來，但是翼角及外側的初級及次級飛羽白色。瞳孔淺紅色或淺粉紅色。雌鳥平均體型較小，瞳孔及嘴色較不鮮豔。幼鳥褐色，有淺灰色斑駁狀羽毛，嘴色較淺。		幾乎完全是植物性，覓食各類的水生植物、藻類及水草。食物大致從水面獲得，也會在乾牧場及積水的田野覓食。						Swan	黑天鵝	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Swan/Swan_Pic01.jpg	黑天鵝	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Swan/Swan_Pic02.jpg	黑天鵝	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Swan/Swan_Pic03.jpg	黑天鵝	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Swan/Swan_Pic04.jpg												2015-06-03	16
白手長臂猿				MULTIPOINT ((121.5831828 24.9946021), (121.5814742 24.9980164))	亞洲熱帶雨林區;兒童動物區		White-handed Gibbon	Hylobates lar	脊索動物門	哺乳綱	靈長目	長臂猿科	CITES、農委會	中國雲南、緬甸、印尼、馬來西亞及泰國	低地及山坡的熱帶雨林，高於30公尺的茂密樹冠上	頭臀45~60公分;尾巴O公分;耳3.3~3.7公分;兩臂寬150~160公分 站立75~90公分 體重4~8公斤(雄性5.7公斤，雌性5.3公斤) 齒式32(2/2 1/1 2/2 3/3) 不論雌雄均有淡奶油白色或棕褐色二種色型，但在同一個族群的長臂猿毛 色都相同。一圈白毛圍繞著黑色無毛的臉，手與腳為白色。體型纖細，雙臂 極長，站立時垂過膝。 性別:兩性相似，雄性有時比雌性稍為長一些。	日行性.猿纇中樹棲性最強(屬名Hylobates的意思是“在樹上行走的動物")，一生 大部份時間都在30~45公尺高的林地上空活動。身體輕盈，四肢靈活，手 指極長而有力，能夠曲成鉤子狀，雙手交替抓著樹枝攀緣行進，在林中飛 躍。睡覺不築巢，捲成一團靠在樹枝上入睡。每個家庭佔有自己的生存空 間或領域，與其他家庭保持一定距離，稍有接近就會以響亮的吼聲發出警 告，以吵鬧代替真的戰鬥。無論是雄猿或雌猿都對同屬一群的同性成員懷 有妒忌心理，因此年輕長臂猿一旦性成熟，就會招來同性父母的敵意，並 被迫離群獨自謀生。善於鳴叫，群體有呼應齊鳴的習性，每天清晨特別聲 響，進行集體大合唱。雄性的叫聲比較簡短，雌性的較長(14~20秒)。覓 食多在早晨和下午，中午天氣炎熱時便在樹蔭濃密處休息。	雜食性;以水果為主(如無花果，芒果，葡萄，李子)，樹葉，昆蟲，蛋，小型 脊椎動物。						Gibbon	白手長臂猿	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Gibbon/Gibbon_Pic01.jpg	白手長臂猿	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Gibbon/Gibbon_Pic02.jpg	白手長臂猿	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Gibbon/Gibbon_Pic03.jpg	白手長臂猿	http://www.zoo.gov.tw/iTAP/03_Animals/RainForest/Gibbon/Gibbon_Pic04.jpg												2015-06-03	17
家鴨				MULTIPOINT ((121.5820804 24.9988648))	兒童動物區	家禽	Domestic Duck	Anas platyrhynchos	脊索動物門	鳥綱	雁形目	鴨科												Duck	家鴨	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Duck/Duck_Pic01.jpg	家鴨	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Duck/Duck_Pic02.jpg	家鴨	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Duck/Duck_Pic03.jpg	家鴨	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Duck/Duck_Pic04.jpg												2015-06-03	18
家雞				MULTIPOINT ((121.5820804 24.9988648))	兒童動物區	家禽	Domestic Chicken		脊索動物門	鳥綱	雞形目	雉雞科		全世界		公雞有神氣的大型雞冠，羽毛顏色光鮮亮麗，長尾羽。3 趾往前，1 趾往後，腳後有距，是打鬥踢腳時的武器。 母雞擔任孵蛋的重任，羽毛顏色較暗淡樸素，避免被敵人發現；用乾草、羽毛等築巢，生蛋後用體溫孵蛋約三週，小雞就會破殼而出。		種子、果實、昆蟲、蚯蚓等						Chicken	家雞	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Chicken/Chicken_Pic01.jpg	家雞	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Chicken/Chicken_Pic02.jpg	家雞	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Chicken/Chicken_Pic03.jpg	家雞	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Chicken/Chicken_Pic04.jpg												2015-06-03	19
家鵝				MULTIPOINT ((121.5820804 24.9988648))	兒童動物區	家禽			脊索動物門	鳥綱														Goose	家鵝	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Goose/Goose_Pic01.jpg	家鵝	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Goose/Goose_Pic02.jpg	家鵝	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Goose/Goose_Pic03.jpg	家鵝	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Goose/Goose_Pic04.jpg												2015-06-03	20
天竺鼠				MULTIPOINT ((121.5825579 24.999176))	兒童動物區		Guinea Pig	Cavia porcellus	脊索動物門	哺乳綱	囓齒目	豚鼠科		南美洲	在岩石地或草地活動		會挖地洞，警覺性高。 ◎喜歡成群活動。 ◎用各種不同的叫聲表達牠們的情緒或警戒。	草食性		◎歐洲人第一次到南美洲發現當地人飼養馴化的天竺鼠，   貿易商把牠帶回歐洲，現已成為全世界最普遍的寵物。 ◎牠是有名的實驗動物，很多醫學或生物實驗都少不了牠，    對人類的貢獻非常大。				GuineaPigs	天竺鼠	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/GuineaPigs/GuineaPigs_Pic01.jpg	天竺鼠	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/GuineaPigs/GuineaPigs_Pic02.jpg	天竺鼠	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/GuineaPigs/GuineaPigs_Pic03.jpg	天竺鼠	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/GuineaPigs/GuineaPigs_Pic04.jpg												2015-06-03	21
北美土撥鼠				MULTIPOINT ((121.5825069 24.9992586))	兒童動物區		North American Wood-chuck	Marmota monax	脊索動物門	哺乳綱	囓齒目	松鼠科		加拿大及美國		北美撥鼠重約二磅，從頭至尾約有14至17吋長，前足有很長的爪子，適合挖土，耳朵很小，眼睛長在靠頭頂部位，這種眼睛很利於從洞穴裏鑽出來偷看人家而不被發覺。	掘穴而居，部落之間界限分明，有清楚的社會組織，能改變環境以利居住，甚至能夠控制鼠口密度，教育下一代。  美撥鼠之間的關係敵友分明。同一社區的成員經常保持良好關係，當兩隻撥鼠路上相遇時，牠們就會抬起頭來看看對方，然後摟在一起，張開口來，親吻一番。接吻除了可增進社區內成員的感情之外，也被用來作為識別敵友的方式，當兩隻不同的撥鼠在邊境相遇時，或不是在邊界相遇但對對方身份有所懷疑的時候，兩隻撥鼠就會匍匐前進，一直到嘴碰到嘴，然後停下來辦認一番，當發現對方是敵人時爭端便開始。 	主食為草、榖類及昆蟲		據說北美土撥鼠會在每年2月2日這一天走出土洞，看看有沒有自己的影子，如果天氣晴朗，看得到影子，表示冬天還會延續六週，牠就會再回地洞冬眠；反之如果是陰天看不到自己的影子，土撥鼠就開始活動，表示今年春天提早來到，美國東北部的居民將這天訂為土撥鼠日，舉行慶祝活動。 本園的北美土撥鼠是由臺大肝炎研究中心移入飼養，希望借助動物園的專長來繁殖北美土撥鼠。因為北美土撥鼠感染B肝病毒的病程跟人類很像，藉此研發治療慢性B型肝炎及肝癌的藥物，對人類肝癌患者提供更好的醫療方法。 遇危險會發出尖銳的口哨聲警告，因此又被稱為"口哨豬"。				Groundhog	北美土撥鼠	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Groundhog/Groundhog_Pic01.jpg	北美土撥鼠	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Groundhog/Groundhog_Pic02.jpg	北美土撥鼠	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Groundhog/Groundhog_Pic03.jpg	北美土撥鼠	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Groundhog/Groundhog_Pic04.jpg												2015-06-03	22
白面捲尾猴				MULTIPOINT ((121.5822119 24.9993133))	兒童動物區		White-faced capucihin	Cebus capucinus	脊索動物門	哺乳綱	靈長目	捲尾猴科		中南美洲	熱帶森林	頭與身體比例相較為小，且有瘦長細小的軀體。白面捲尾猴的毛色多樣而複雜。背部皮毛是長而軟的。此物種具有性別的二型性，雄性體型較雌性大，雄性尾巴尖端顏色較淺。皮毛的顏色會隨季節改變，在旱季，整體上是淺色的，而在雨季，皮毛顏色會變暗。	由一對優勢的雄性及雌性共同領導。是高度社會化的動物，會花很多時間在相互理毛；但領導的雄猴與雌猴，絕大多數是接受理毛，幾乎不會替其他成員理毛。 白面捲尾猴的嬌小體型，使他們很難對抗掠食動物。他們會用很大聲的叫聲嚇跑一些掠食動物，也警告族群其他成員有掠食動物出現。 	雜食性						Capuchin-WF	白面捲尾猴	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Capuchin-WF/Capuchin-WF_Pic01.jpg	白面捲尾猴	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Capuchin-WF/Capuchin-WF_Pic02.jpg	白面捲尾猴	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Capuchin-WF/Capuchin-WF_Pic03.jpg	白面捲尾猴	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Capuchin-WF/Capuchin-WF_Pic04.jpg												2015-06-03	23
羊駝				MULTIPOINT ((121.5827215 24.9986011))	兒童動物區		Alpaca	Lama pacos	脊索動物門	哺乳綱	偶蹄目	駱駝科		南美洲	4800公尺高的安地斯山脈		為了適應高山稀薄空氣，血液裡具有特殊的紅血球可以幫助得到足夠的氧氣。。	草食性		被視為是野生原駝的後裔，，和駱馬、原駝、瘦駝之間有著密切的親戚關係，彼此可以雜交並生下有繁殖能力的後代，通常每胎只生1隻。 大約5千年前，羊駝馴養成為家畜，印加王族們穿著羊駝編織的衣服，因為毛質佳，所以成為最具商業價值的家畜。此外牠們的肉、皮和乳也被人們利用。				Alpaca	羊駝	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Alpaca/Alpaca_Pic01.jpg	羊駝	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Alpaca/Alpaca_Pic02.jpg	羊駝	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Alpaca/Alpaca_Pic03.jpg	羊駝	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Alpaca/Alpaca_Pic04.jpg												2015-06-03	24
亞洲水牛				MULTIPOINT ((121.5821837 24.9989365))	兒童動物區		Domestic water buffalo	Bubalus bubalis bubalis	脊索動物門	哺乳綱	偶蹄目	牛科		印度、尼泊爾、不丹、泰國		公母都有角，角是牛科動物重要的防禦武器。水牛汗腺少，對熱很敏感，特別喜歡泡在泥水中。當身上泥水蒸發後留下泥塊可防止昆蟲叮咬。利用不同的姿勢和動作傳遞訊息。例如攻擊前會先跺腳並發出噴鼻聲。	野生種水牛生活在熱帶、亞熱帶森林和潮濕草原，母牛和幼牛成群活動。(公牛繁殖期會暫時加入)原本數量很多，因人類獵捕、土地開墾，馴養種和野生種間雜交並造成疾病傳染，而面臨生存的危機。目前雖然被列入保護，但當地激增的人口數造成保育困難。 五千年前人類就已馴化野生水牛為家畜，耕田、運輸、肉乳用、皮革製品、肥料(糞便)等。	草食性						Buffalo	亞洲水牛	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Buffalo/Buffalo_Pic01.jpg	亞洲水牛	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Buffalo/Buffalo_Pic02.jpg	亞洲水牛	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Buffalo/Buffalo_Pic03.jpg	亞洲水牛	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/Buffalo/Buffalo_Pic04.jpg												2015-06-03	25
松鼠猴				MULTIPOINT ((121.582185 24.9992246))	兒童動物區		 Common Squirrel Monkey	Saimiri sciureus	脊索動物門	哺乳綱	靈長目	捲尾猴科		南美洲熱帶雨林(不包括巴西東南海岸森林)		尾巴比身體還長，不可以執握東西，休息時通常捲曲在肩膀上。捲尾猴科中體型最小的，以雌性為核心成群活動，族群大小和棲息環境有關，有時族群甚至高達300隻。族群間並没有領域的爭鬥，有時還會有短暫聚在一起覓食。有固定繁殖季節，但交配對象不固定，由猴媽媽獨自哺育幼猴。	白天在樹上覓食活動，偶爾會到地面。通常選在水源附近活動，動作非常敏捷。	以水果和昆蟲為主，偶爾也吃葉子和種子。	松鼠猴的天敵是鷹和蛇，但真正威脅野外族群的原因棲地破壞、非法狩獵、當作寵物和醫學研究。					SquirrelMonkey	松鼠猴	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/SquirrelMonkey/SquirrelMonkey_Pic01.jpg	松鼠猴	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/SquirrelMonkey/SquirrelMonkey_Pic02.jpg	松鼠猴	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/SquirrelMonkey/SquirrelMonkey_Pic03.jpg	松鼠猴	http://www.zoo.gov.tw/iTAP/03_Animals/ChildrenArea/SquirrelMonkey/SquirrelMonkey_Pic04.jpg												2015-06-03	26
